"","logFC","logCPM","PValue","FDR"
"LOC442308|442308",-1.70579194617533,-2.04830224437783,3.36355457249025e-35,8.25357475834289e-34
"BPIL3|128859",2.58052514185599,-4.29042158766189,3.91482515320856e-34,9.27679279708867e-33
"PSG9|5678",1.54865209923559,-2.90450783717215,7.05421306952492e-34,1.66283169494497e-32
"MRGPRD|116512",-2.34062627738113,-3.21875734215576,1.71376265567684e-33,4.00815166943586e-32
"HMX2|3167",-1.6798950813413,-2.15097661601136,1.93371835116098e-33,4.51670338407718e-32
"THEG|51298",-1.50949212321901,-1.49548346451621,3.31623214833385e-33,7.67605178458409e-32
"HPD|3242",-1.66652434469961,-1.81882579885003,6.39109357638988e-33,1.4661152339606e-31
"SMCP|4184",-2.49057478115515,-3.29936070816515,6.98721609383977e-33,1.60082111578508e-31
"NBPF7|343505",1.52545399838083,-2.58649325642155,1.0035666607243e-32,2.29339241220482e-31
"GPR119|139760",2.57588195136218,-4.25867005058711,1.54026700141454e-32,3.50199612027889e-31
"C4orf26|152816",-1.84467778312371,-2.63676957621396,3.08912581820618e-32,6.95324285045357e-31
"IL1RAPL2|26280",-1.8890842974965,-2.63778636455663,3.16087693895486e-32,7.10584124874933e-31
"PRKAG3|53632",-2.37895807759754,-3.2784250479326,4.63499194431836e-32,1.03678362769423e-30
"C1QTNF9B|387911",-1.54420190969588,-1.789822141874,6.62938488004351e-32,1.47372538632849e-30
"RFPL4B|442247",-1.50332628575891,-1.64747795086976,1.11078639922696e-31,2.45411381339664e-30
"TRIM60|166655",-3.14670595398408,-3.89093078059125,5.92867957036643e-31,1.28457107892547e-29
"COX8C|341947",-2.70087157327713,-3.69377075091368,8.74036665371059e-31,1.87792423246351e-29
"FAM163B|642968",-2.00557162418172,-3.02812798706679,1.72637572229302e-30,3.6827981857277e-29
"SPTA1|6708",-2.28683933834627,-3.31963285439519,6.56148635740479e-30,1.37683899476291e-28
"C9orf71|169693",2.0060663407248,-3.94608206172516,6.85662410713084e-30,1.43041442755266e-28
"SCGB2A2|4250",-2.18292702467891,-2.23648523451591,1.21376815096127e-29,2.52334531569054e-28
"CER1|9350",1.9035114944444,-3.71763020281103,1.25529375595971e-29,2.60064434193176e-28
"YSK4|80122",-1.63581318832717,-2.39992206624093,2.36035851569156e-29,4.86201372234538e-28
"LOC441601|441601",-2.61027168686187,-3.71959533737032,5.17585486565558e-29,1.05646255791938e-27
"CGB|1082",-1.50139099669454,-1.9007810508093,5.29723169028936e-29,1.08000993894413e-27
"KIAA1210|57481",-1.87168119767061,-3.00297783385431,1.25165137654769e-28,2.52325050791802e-27
"VENTXP1|139538",-2.76721311016843,-3.81141684847083,1.35319986412093e-28,2.72490761876011e-27
"KLK3|354",-1.63784063518683,-2.64464732569931,7.38646163502404e-28,1.45000681845139e-26
"MC4R|4160",-2.02371450287265,-3.22212158634495,8.95451670302319e-28,1.74827205456198e-26
"DNAJB13|374407",-1.54828639970738,-2.27214180391531,8.97840960908724e-28,1.75103358738789e-26
"FAM48B2|170067",-2.4074719386071,-3.63898998319466,1.59960240949377e-27,3.09279423889419e-26
"DBX2|440097",-1.63641368099775,-2.47483107016464,2.60226960129339e-27,4.99914081052747e-26
"BET3L|100128327",-1.82721217693142,-3.02718610597809,6.79830762585515e-27,1.28538106921695e-25
"PSG1|5669",-1.98594357889472,-3.28860644528981,9.03244594455532e-27,1.69707943573329e-25
"tAKR|389932",-1.94388493292936,-3.19020188189771,1.24551093294811e-26,2.33526799348788e-25
"SPHKAP|80309",-2.23958322551977,-3.49461484523684,1.7511918958189e-26,3.26295734779037e-25
"KRT32|3882",-1.58799972378339,-1.91203653203426,1.86057331602756e-26,3.46317283963595e-25
"TPTE2P3|220115",-1.98504267289037,-3.30556825418454,4.00564836561442e-26,7.35679508621331e-25
"FLJ36000|284124",-1.61172854199745,-2.70411740673177,7.1417603237023e-26,1.28924923552101e-24
"SPATA21|374955",-1.55401066331401,-2.48308703331779,1.07698521334735e-25,1.92485655742738e-24
"USP29|57663",1.92415373739741,-3.95394066337291,3.74355546873999e-25,6.57942694026495e-24
"KCNA4|3739",-2.21531560386851,-3.56214553838771,4.47680785062358e-25,7.82983667116852e-24
"ARGFX|503582",-1.77038914536845,-3.06680657141646,9.4857148533194e-25,1.63045368607965e-23
"CMA1|1215",-1.77611878337525,-2.98204904606632,1.30970564574014e-24,2.22985145106962e-23
"GAB4|128954",-1.93746723834612,-3.28511111694378,5.97346174174583e-24,9.89809223295559e-23
"OR2V2|285659",-3.07615766557764,-4.14084945573066,1.49955770062373e-23,2.4553377774479e-22
"SORCS3|22986",-1.5398144534183,-2.63143751713598,2.61241954138478e-23,4.24654115858403e-22
"LOC572558|572558",-1.64070437094143,-2.56443011265146,3.81695744645928e-23,6.17103417221436e-22
"C11orf85|283129",1.69280742125188,-3.78558470511296,4.47345574538615e-23,7.20001900525322e-22
"SLC7A3|84889",-1.50168354252609,-2.68053141544084,4.51434933026095e-23,7.2593323787061e-22
"CD300LG|146894",-1.58351876422975,-2.75059946467976,1.65620712727279e-22,2.56898034715664e-21
"LPPR5|163404",-1.51759119168998,-2.89580324619846,1.56031596421845e-21,2.32006584017316e-20
"INSL6|11172",1.57894540413693,-3.80951887764328,3.15487577749159e-21,4.6335142040314e-20
"DAO|1610",1.57463723859853,-3.8401354559484,6.09637593149709e-21,8.78837114619187e-20
"PRB1|5542",-1.94907177486116,-3.58372963067989,7.1673056557374e-21,1.02826792482712e-19
"C18orf16|147429",-1.57987800033849,-2.9578805493506,8.73099887559199e-21,1.24861625639636e-19
"NCRNA00099|359822",-1.5731969769543,-3.19357042755035,2.06680071281368e-20,2.90257032084123e-19
"LOC283999|283999",-2.13561710127421,-3.9392456133362,2.24181473411097e-19,2.98498712039298e-18
"USP26|83844",-1.62719701807212,-3.40105508606802,2.46642344172627e-19,3.27192746383214e-18
"ZNF479|90827",-1.7138794729178,-3.50901215487578,4.29486430596365e-19,5.63097464698679e-18
"C12orf77|196415",-1.88336247813314,-3.66875382451493,1.29192552009685e-18,1.66348144745374e-17
"OR12D3|81797",-2.33693815179879,-4.01536220443707,1.59726371662851e-18,2.04782661513785e-17
"LCN8|138307",-1.53721445582978,-3.3261070436154,9.26530508983603e-18,1.1398863700249e-16
"SLC25A31|83447",-1.68683222540775,-3.72700698729097,1.22661528583439e-15,1.3500284169214e-14
"PSG6|5675",-1.71024824414793,-3.89732336692927,8.73163894853991e-15,9.11847086009732e-14
"PRR23A|729627",-1.6096230434933,-3.82302704641847,4.95517267796328e-14,4.93374787370158e-13
"CYP1A2|1544",-1.58138789625978,-3.74186467287201,5.46843856238766e-14,5.43575503362519e-13
"ZIM3|114026",-1.84099376817113,-4.16155301746304,3.53211448456334e-12,3.09935712612246e-11
"TRIM42|287015",-1.6342895219687,-4.05065289412304,1.39398107255584e-11,1.17387191867079e-10
